ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,ride_length,WEEKDAY
7C8586C270F91142,electric_bike,26/6/2023 18:11:29,26/6/2023 18:19:16,,,,,41.8800,-87.6400,41.8900,-87.6300,member,0:07:47,2
789AE04958309D80,electric_bike,27/6/2023 20:50:39,27/6/2023 20:57:28,,,,,41.9400,-87.6600,41.9400,-87.6500,member,0:06:49,3
849593E53D274F3E,electric_bike,8/6/2023 11:34:07,8/6/2023 11:38:56,,,,,41.9800,-87.6700,41.9900,-87.6700,member,0:04:49,5
FB87D5905C8C3874,electric_bike,7/6/2023 22:15:34,7/6/2023 22:22:30,,,,,42.0100,-87.6700,41.9900,-87.6800,member,0:06:56,4
3C1F3CC1D774BD60,electric_bike,7/6/2023 21:35:47,7/6/2023 21:42:51,,,,,41.9900,-87.6700,42.0100,-87.6700,member,0:07:04,4
3E07043BBF89854F,electric_bike,8/6/2023 16:33:11,8/6/2023 16:55:06,,,,,41.8800,-87.6600,41.8800,-87.6300,member,0:21:55,5
225B396CA51EE7AC,electric_bike,13/6/2023 11:19:13,13/6/2023 11:33:23,,,,,41.9100,-87.6700,41.8900,-87.6300,member,0:14:10,3
81B9B3294D100D0D,electric_bike,7/6/2023 18:04:10,7/6/2023 18:12:11,,,,,41.9900,-87.6500,41.9700,-87.6500,member,0:08:01,4
F92D556A1DFA76A4,electric_bike,6/6/2023 21:06:07,6/6/2023 21:47:09,,,,,41.8700,-87.6300,41.8700,-87.6300,member,0:41:02,3
56F792E1A698C21F,electric_bike,7/6/2023 17:39:29,7/6/2023 21:19:21,,,,,41.8700,-87.6300,41.8700,-87.6300,member,3:39:52,4
6E6313265B2746D8,electric_bike,25/6/2023 0:02:15,25/6/2023 0:19:21,,,,,41.8900,-87.6700,41.9100,-87.7200,member,0:17:06,1
8D53CFCF1E9B0C58,electric_bike,25/6/2023 0:45:05,25/6/2023 0:51:30,,,,,41.9100,-87.7200,41.9300,-87.7100,member,0:06:25,1
E08C8A011A6957F0,electric_bike,25/6/2023 12:30:38,25/6/2023 12:35:30,,,,,41.9600,-87.6500,41.9600,-87.6400,member,0:04:52,1
3CAF8982D118DB44,electric_bike,25/6/2023 17:23:43,25/6/2023 17:26:01,,,,,41.9200,-87.7200,41.9100,-87.7200,member,0:02:18,1
222115BC8D6057B1,electric_bike,25/6/2023 17:10:34,25/6/2023 17:17:12,,,,,41.9300,-87.7100,41.9200,-87.7200,member,0:06:38,1
C7FD208E76848B86,electric_bike,10/6/2023 14:11:49,10/6/2023 14:15:26,,,,,41.9900,-87.6500,41.9800,-87.6600,member,0:03:37,7
E060542AAB1DA602,electric_bike,10/6/2023 14:23:45,10/6/2023 14:27:12,,,,,41.9800,-87.6600,41.9900,-87.6500,member,0:03:27,7
4A70950871E6B4B1,electric_bike,10/6/2023 6:08:51,10/6/2023 6:18:50,,,,,41.8000,-87.5900,41.7900,-87.6000,member,0:09:59,7
67D01C6CEECE7F8B,electric_bike,18/6/2023 0:05:46,18/6/2023 0:09:15,,,,,41.9300,-87.6500,41.9300,-87.6600,member,0:03:29,1
B53254C6BDE989B1,electric_bike,24/6/2023 11:59:03,24/6/2023 12:06:37,,,,,41.9500,-87.6400,41.9300,-87.6300,member,0:07:34,7
9D2240D11C95D4BE,electric_bike,24/6/2023 8:28:59,24/6/2023 8:44:40,,,,,41.9000,-87.6300,41.9500,-87.6400,member,0:15:41,7
9FCD242001C22498,electric_bike,24/6/2023 13:12:03,24/6/2023 13:16:15,,,,,41.9700,-87.6400,41.9800,-87.6500,member,0:04:12,7
559EF42A84E245F9,electric_bike,24/6/2023 10:38:56,24/6/2023 10:42:43,,,,,41.9800,-87.6500,41.9700,-87.6400,member,0:03:47,7
812A7AE3A416E9EB,electric_bike,23/6/2023 22:21:53,23/6/2023 22:33:00,,,,,41.9200,-87.6400,41.9400,-87.6500,member,0:11:07,6
072871FEF28EC8CF,electric_bike,5/6/2023 8:43:01,5/6/2023 9:05:03,,,,,41.9300,-87.6400,41.8800,-87.6400,member,0:22:02,2
83C513A8A247D914,electric_bike,3/6/2023 21:02:27,3/6/2023 22:42:15,,,,,41.9300,-87.6500,41.9500,-87.6500,member,1:39:48,7
1E3EB4D1B41F6BDA,electric_bike,30/6/2023 16:59:09,30/6/2023 17:05:41,,,,,41.8100,-87.6000,41.8100,-87.6300,member,0:06:32,6
6C2FBC4AF18BBA4B,electric_bike,29/6/2023 20:38:31,29/6/2023 20:41:18,,,,,41.9400,-87.6400,41.9400,-87.6400,member,0:02:47,5
9131BD1299CE98FB,electric_bike,30/6/2023 3:07:18,30/6/2023 3:08:49,,,,,41.9400,-87.6400,41.9400,-87.6400,member,0:01:31,6
74AA28CC66071625,electric_bike,29/6/2023 20:48:14,29/6/2023 20:51:52,,,,,41.9400,-87.6400,41.9400,-87.6500,member,0:03:38,5
D24B16851C7E432B,electric_bike,12/6/2023 18:41:45,12/6/2023 18:59:31,,,,,41.8800,-87.6500,41.9400,-87.6400,member,0:17:46,2
83B229A5CB176534,electric_bike,9/6/2023 22:07:19,9/6/2023 22:20:28,,,,,41.9200,-87.6400,41.9400,-87.6400,member,0:13:09,6
7BCBC887F55EEF68,electric_bike,10/6/2023 16:04:06,10/6/2023 16:06:44,,,,,41.8900,-87.6200,41.8900,-87.6200,member,0:02:38,7
D1005D2FBE24B312,electric_bike,10/6/2023 10:52:57,10/6/2023 15:20:54,,,,,41.8800,-87.6300,41.9100,-87.6500,member,4:27:57,7
1657F54FF179AC86,electric_bike,10/6/2023 16:07:07,10/6/2023 17:28:54,,,,,41.8900,-87.6200,41.8900,-87.6300,member,1:21:47,7
F7EE447C66D0EFD8,electric_bike,10/6/2023 18:55:24,10/6/2023 19:03:38,,,,,41.9800,-87.6700,41.9800,-87.6700,member,0:08:14,7
3F8F414718443EFC,electric_bike,10/6/2023 0:25:27,10/6/2023 0:42:37,,,,,41.8900,-87.6700,41.9100,-87.7200,member,0:17:10,7
A6130D90302BEFD3,electric_bike,9/6/2023 19:32:35,9/6/2023 19:40:54,,,,,41.9500,-87.6500,41.9600,-87.6400,member,0:08:19,6
3E01E7E6219B6F0B,electric_bike,9/6/2023 21:24:01,9/6/2023 21:32:28,,,,,41.9600,-87.6400,41.9500,-87.6500,member,0:08:27,6
974584E345BFF379,electric_bike,14/6/2023 21:43:16,14/6/2023 22:09:26,,,,,41.9100,-87.6300,41.9300,-87.7100,member,0:26:10,4
4FC8029C0E48940C,electric_bike,15/6/2023 16:04:39,15/6/2023 16:10:48,,,,,41.7900,-87.6000,41.8000,-87.5900,member,0:06:09,5
13E37CB88EABAF88,electric_bike,15/6/2023 16:31:45,15/6/2023 16:34:09,,,,,41.8000,-87.5900,41.7900,-87.5900,member,0:02:24,5
FCDFA3BA47F94B53,electric_bike,15/6/2023 16:23:00,15/6/2023 16:24:57,,,,,41.8000,-87.5900,41.8000,-87.5900,member,0:01:57,5
50D7318051C284C2,electric_bike,26/6/2023 18:36:40,26/6/2023 18:44:51,,,,,41.9100,-87.7200,41.9300,-87.7100,member,0:08:11,2
4A4BC788EEF65C92,electric_bike,26/6/2023 16:55:07,26/6/2023 17:20:43,,,,,41.9900,-87.6700,41.9400,-87.6500,member,0:25:36,2
71B12C1E3644FADE,electric_bike,26/6/2023 16:01:40,26/6/2023 16:08:14,,,,,41.9700,-87.6700,41.9900,-87.6700,member,0:06:34,2
B99C01E70E4D15D8,electric_bike,2/6/2023 6:14:17,2/6/2023 6:23:26,,,,,41.9100,-87.6800,41.9300,-87.6800,member,0:09:09,6
3B1382E9C78DEB8C,electric_bike,9/6/2023 14:37:09,9/6/2023 14:45:51,,,,,41.9700,-87.6700,41.9800,-87.6700,member,0:08:42,6
5862AB43FE8B6296,electric_bike,9/6/2023 14:04:09,9/6/2023 14:12:46,,,,,41.7000,-87.6600,41.7200,-87.6700,member,0:08:37,6
27A3055021411FCA,electric_bike,17/6/2023 12:06:35,17/6/2023 12:16:47,,,,,41.9400,-87.6400,41.9100,-87.6300,member,0:10:12,7
C009FFF9472AA59D,electric_bike,17/6/2023 16:49:45,17/6/2023 16:59:39,,,,,41.9100,-87.6400,41.9400,-87.6400,member,0:09:54,7
8A079112A14A7DF1,electric_bike,17/6/2023 11:08:35,17/6/2023 11:25:30,,,,,42.0700,-87.7300,42.0500,-87.7000,member,0:16:55,7
125DDAA368F84F11,electric_bike,17/6/2023 11:07:50,17/6/2023 11:07:54,,,,,42.0700,-87.7300,42.0700,-87.7300,member,0:00:04,7
DC710F52E032623C,electric_bike,16/6/2023 20:20:25,16/6/2023 20:30:00,,,,,41.9600,-87.6400,41.9500,-87.6500,member,0:09:35,6
ED067F68AC37AE69,electric_bike,9/6/2023 18:08:29,9/6/2023 18:30:09,,,,,41.9000,-87.6700,41.9300,-87.6400,member,0:21:40,6
3C343326EF6ECC79,electric_bike,9/6/2023 18:53:29,9/6/2023 18:56:04,,,,,41.9300,-87.6600,41.9300,-87.6600,member,0:02:35,6
D39FC4BA869047D2,electric_bike,9/6/2023 9:43:10,9/6/2023 9:48:54,,,,,41.8000,-87.5900,41.7900,-87.5900,member,0:05:44,6
C8EADA40906782F3,electric_bike,9/6/2023 10:02:39,9/6/2023 10:09:18,,,,,41.7900,-87.5900,41.8000,-87.5900,member,0:06:39,6
A26E2243F0E665FE,electric_bike,9/6/2023 10:25:29,9/6/2023 10:45:44,,,,,41.9100,-87.6300,41.9000,-87.6200,member,0:20:15,6
71C65BA36A7B6832,electric_bike,22/6/2023 11:30:35,22/6/2023 11:37:20,,,,,41.9700,-87.6700,41.9900,-87.6700,member,0:06:45,5
9319F31B50FF18D5,electric_bike,22/6/2023 17:02:18,22/6/2023 17:29:30,,,,,41.9900,-87.6700,41.9400,-87.6500,member,0:27:12,5
490363BEDF7D8151,electric_bike,22/6/2023 16:07:44,22/6/2023 16:18:35,,,,,41.8800,-87.6400,41.8900,-87.6200,member,0:10:51,5
54318B34841B648B,electric_bike,22/6/2023 15:29:55,22/6/2023 15:30:30,,,,,41.8900,-87.6700,41.8900,-87.6700,member,0:00:35,5
2EC216217BD5622A,electric_bike,22/6/2023 15:30:50,22/6/2023 15:31:09,,,,,41.8900,-87.6700,41.8900,-87.6700,member,0:00:19,5
CF3EF20B553F200F,electric_bike,22/6/2023 6:34:10,22/6/2023 6:43:22,,,,,41.8000,-87.5800,41.7900,-87.6100,member,0:09:12,5
F0E1E6576AD13148,electric_bike,22/6/2023 16:20:23,22/6/2023 16:29:02,,,,,41.7900,-87.6100,41.8000,-87.5900,member,0:08:39,5
712A4D8F3099502B,electric_bike,18/6/2023 12:54:14,18/6/2023 12:56:03,,,,,41.8900,-87.6500,41.8800,-87.6500,member,0:01:49,1
540DB8DE9F2411DF,electric_bike,25/6/2023 13:58:49,25/6/2023 14:22:48,,,,,41.9300,-87.6900,41.9500,-87.6500,member,0:23:59,1
6AFEAB79432A3C5B,electric_bike,25/6/2023 18:54:08,25/6/2023 19:16:02,,,,,41.9700,-87.6500,41.9300,-87.6500,member,0:21:54,1
A89065AD296AA512,electric_bike,25/6/2023 14:17:00,25/6/2023 14:29:59,,,,,41.9700,-87.6500,41.9700,-87.6900,member,0:12:59,1
362D73C71FFE0ECD,electric_bike,24/6/2023 20:07:04,24/6/2023 20:19:05,,,,,41.9700,-87.6500,41.9600,-87.7000,member,0:12:01,7
A5C9680B753C50F1,electric_bike,11/6/2023 20:14:55,11/6/2023 20:20:53,,,,,41.9500,-87.6500,41.9400,-87.6400,member,0:05:58,1
FE1F3EBCC860653B,electric_bike,12/6/2023 3:22:24,12/6/2023 3:22:34,,,,,41.9500,-87.6600,41.9500,-87.6600,member,0:00:10,2
3A6E8720C209BB9F,electric_bike,12/6/2023 17:51:49,12/6/2023 17:58:17,,,,,41.8900,-87.6300,41.8900,-87.6300,member,0:06:28,2
E45EE944FCFB3B66,electric_bike,12/6/2023 17:58:35,12/6/2023 19:48:31,,,,,41.8900,-87.6300,41.8700,-87.6300,member,1:49:56,2
01AD949B840B9D8B,electric_bike,3/6/2023 12:21:05,3/6/2023 12:27:21,,,,,41.9300,-87.6300,41.9200,-87.6300,member,0:06:16,7
69A703FC78F8BCA5,electric_bike,24/6/2023 12:36:04,24/6/2023 12:42:52,,,,,42.0000,-87.6800,42.0100,-87.6700,member,0:06:48,7
FEDD0E95F07402B1,electric_bike,5/6/2023 11:38:12,5/6/2023 11:43:34,,,,,41.9800,-87.6700,41.9900,-87.6700,member,0:05:22,2
